site,date,start_hour,value,variable,units,quality,prelim,name 
3810,2017-10-10,15,0.0303,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,16,0.0292,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,17,0.0371,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,18,0.0395,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,19,0.0323,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,20,0.0257,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,21,0.0217,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,22,0.0175,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,23,0.0138,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,0,0.0099,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,1,0.0100,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,2,0.0129,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,4,0.0288,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,5,0.0484,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,6,0.0473,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,7,0.0427,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,8,0.0311,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,9,0.0325,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,10,0.0313,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,11,0.0316,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,12,0.0343,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,13,0.0341,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,14,0.0297,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,15,0.0285,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,16,0.0240,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,17,0.0173,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,18,0.0240,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,19,0.0213,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,20,0.0330,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,21,0.0257,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,22,0.0212,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,23,0.0213,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,0,0.0237,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,1,0.0358,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,2,0.0222,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,4,0.0421,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,5,0.0455,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,6,0.0618,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,7,0.0708,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
