site,date,start_hour,value,variable,units,quality,prelim,met_source,obs_type,minutes,name 
3661,2017-10-07,22, 307/05.1,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,23, 304/04.0,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,0,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,1, 265/01.6,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,2, 200/02.0,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,3, 161/01.3,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,4, 151/02.9,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,5, 074/01.8,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,6, 164/02.5,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,7,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,8,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,9, 259/03.1,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,10, 277/07.2,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,11, 275/11.2,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,12, 291/10.7,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,13, 320/13.9,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,14, 308/13.9,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,15, 296/11.2,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,16, 298/10.5,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,17, 352/10.3,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,18, 328/07.2,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,19, 244/04.5,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,20, 218/04.3,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,21, 236/03.6,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,22, 235/05.8,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-08,23, 279/08.9,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-09,0, 300/06.0,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-09,1, 342/04.0,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-09,2, 186/02.9,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-09,3, 177/01.6,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-09,4, 232/05.8,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-09,5, 247/04.9,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-09,6, 220/05.6,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-09,7, 205/03.4,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-09,8, 229/03.8,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-09,9, 314/02.5,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-09,10, 245/02.5,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-09,11, 291/01.8,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-09,12,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-09,13, 325/03.1,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-09,14, 297/04.9,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
